Vf,theta,F,tip_deflection,max_stress
0.5,15.0,500.0,7.505765749899634e-05,453371.4939837512
0.5,15.0,1400.0,0.00021016144099718966,1269440.1831545029
0.5,15.0,2300.0,0.00034526522449538315,2085508.872325256
0.5,15.0,3200.0,0.00048036900799357766,2901577.561496009
0.5,15.0,4100.0,0.0006154727914917698,3717646.250666762
0.5,15.0,5000.0,0.0007505765749899632,4533714.939837514
0.5,30.0,500.0,0.0001432637840019335,503664.1116003712
0.5,30.0,1400.0,0.0004011385952054143,1410259.5124810415
0.5,30.0,2300.0,0.0006590134064088938,2316854.9133617072
0.5,30.0,3200.0,0.0009168882176123754,3223450.314242379
0.5,30.0,4100.0,0.0011747630288158558,4130045.7151230453
0.5,30.0,5000.0,0.0014326378400193354,5036641.116003711
0.5,45.0,500.0,0.0001863829538903516,475077.0488540626
0.5,45.0,1400.0,0.0005218722708929829,1330215.7367913774
0.5,45.0,2300.0,0.0008573615878956166,2185354.4247286906
0.5,45.0,3200.0,0.001192850904898248,3040493.1126660095
0.5,45.0,4100.0,0.0015283402219008816,3895631.800603319
0.5,45.0,5000.0,0.001863829538903515,4750770.488540632
0.5,60.0,500.0,0.00019888584101116562,414314.60510329955
0.5,60.0,1400.0,0.000556880354831262,1160080.8942892405
0.5,60.0,2300.0,0.0009148748686513595,1905847.183475177
0.5,60.0,3200.0,0.0012728693824714562,2651613.472661123
0.5,60.0,4100.0,0.001630863896291552,3397379.7618470527
0.5,60.0,5000.0,0.001988858410111656,4143146.051033
0.5,75.0,500.0,0.00020979102760093084,310016.80535363423
0.5,75.0,1400.0,0.0005874148772826056,868047.054990177
0.5,75.0,2300.0,0.0009650387269642816,1426077.3046267196
0.5,75.0,3200.0,0.0013426625766459553,1984107.5542632611
0.5,75.0,4100.0,0.0017202864263276309,2542137.8038998023
0.5,75.0,5000.0,0.0020979102760093175,3100168.0535363457
0.5,90.0,500.0,0.00021800684595384422,291218.3255740423
0.5,90.0,1400.0,0.0006104191686707639,815411.3116073188
0.5,90.0,2300.0,0.0010028314913876847,1339604.297640596
0.5,90.0,3200.0,0.0013952438141046064,1863797.2836738722
0.5,90.0,4100.0,0.001787656136821523,2387990.2697071503
0.5,90.0,5000.0,0.0021800684595384492,2912183.2557404293
0.6,0.0,500.0,3.7359196643582574e-05,367113.69498673175
0.6,0.0,1400.0,0.00010460575060203137,1027918.34596285
0.6,0.0,2300.0,0.00017185230456047998,1688722.9969389676
0.6,0.0,3200.0,0.00023909885851892856,2349527.6479150853
0.6,0.0,4100.0,0.0003063454124773776,3010332.2988912025
0.6,0.0,5000.0,0.000373591966435826,3671136.949867321
0.6,15.0,500.0,6.247134305201467e-05,448850.36504668964
0.6,15.0,1400.0,0.00017491976054564125,1256781.022130732
0.6,15.0,2300.0,0.0002873681780392674,2064711.6792147737
0.6,15.0,3200.0,0.00039981659553289475,2872642.3362988182
0.6,15.0,4100.0,0.0005122650130265211,3680572.9933828576
0.6,15.0,5000.0,0.0006247134305201466,4488503.650466898
0.6,30.0,500.0,0.0001178078283844426,497849.0038988552
0.6,30.0,1400.0,0.00032986191947644017,1393977.2109167948
0.6,30.0,2300.0,0.0005419160105684375,2290105.4179347344
0.6,30.0,3200.0,0.0007539701016604331,3186233.624952673
0.6,30.0,4100.0,0.0009660241927524316,4082361.8319706162
0.6,30.0,5000.0,0.0011780782838444264,4978490.038988555
0.6,45.0,500.0,0.0001530258549415872,468285.13798220264
0.6,45.0,1400.0,0.00042847239383644365,1311198.3863501688
0.6,45.0,2300.0,0.0007039189327312988,2154111.634718136
0.6,45.0,3200.0,0.0009793654716261544,2997024.883086102
0.6,45.0,4100.0,0.0012548120105210145,3839938.131454066
0.6,45.0,5000.0,0.0015302585494158696,4682851.3798220325
0.6,60.0,500.0,0.0001633522026321654,406995.92028780066
0.6,60.0,1400.0,0.0004573861673700624,1139588.5768058435
0.6,60.0,2300.0,0.0007514201321079586,1872181.2333238805
0.6,60.0,3200.0,0.0010454540968458598,2604773.8898419314
0.6,60.0,4100.0,0.0013394880615837507,3337366.5463599623
0.6,60.0,5000.0,0.0016335220263216557,4069959.202878018
0.6,75.0,500.0,0.00017195604495616953,310501.43234901
0.6,75.0,1400.0,0.00048147692587727475,869404.0105772298
0.6,75.0,2300.0,0.0007909978067983798,1428306.588805453
0.6,75.0,3200.0,0.0011005186877194896,1987209.1670336744
0.6,75.0,4100.0,0.0014100395686405904,2546111.7452618885
0.6,75.0,5000.0,0.001719560449561699,3105014.32349011
0.6,90.0,500.0,0.00017842306642823185,292381.18235920765
0.6,90.0,1400.0,0.0004995845859990496,818667.3106057825
0.6,90.0,2300.0,0.0008207461055698661,1344953.438852356
0.6,90.0,3200.0,0.0011419076251406887,1871239.5670989344
0.6,90.0,4100.0,0.001463069144711505,2397525.6953455065
0.6,90.0,5000.0,0.0017842306642823229,2923811.823592076
0.7,0.0,500.0,3.2120964520142416e-05,363672.2800523068
0.7,0.0,1400.0,8.993870065639867e-05,1018282.3841464597
0.7,0.0,2300.0,0.00014775643679265491,1672892.4882406115
0.7,0.0,3200.0,0.00020557417292891138,2327502.592334764
0.7,0.0,4100.0,0.00026339190906516757,2982112.696428914
0.7,0.0,5000.0,0.0003212096452014243,3636722.800523071
0.7,15.0,500.0,5.135579377394001e-05,434147.7724800423
0.7,15.0,1400.0,0.0001437962225670317,1215613.7629441172
0.7,15.0,2300.0,0.0002362366513601237,1997079.753408194
0.7,15.0,3200.0,0.00032867708015321554,2778545.743872266
0.7,15.0,4100.0,0.0004211175089463072,3560011.734336342
0.7,15.0,5000.0,0.0005135579377394,4341477.724800423
0.7,30.0,500.0,9.314463267777667e-05,479123.1105113793
0.7,30.0,1400.0,0.00026080497149777416,1341544.7094318632
0.7,30.0,2300.0,0.0004284653103177724,2203966.308352346
0.7,30.0,3200.0,0.0005961256491377689,3066387.907272825
0.7,30.0,4100.0,0.0007637859879577665,3928809.5061933105
0.7,30.0,5000.0,0.0009314463267777653,4791231.1051137885
0.7,45.0,500.0,0.00012043190686707301,447666.30236969265
0.7,45.0,1400.0,0.00033720933922780404,1253465.6466351384
0.7,45.0,2300.0,0.0005539867715885365,2059264.9909005829
0.7,45.0,3200.0,0.0007707642039492656,2865064.3351660343
0.7,45.0,4100.0,0.0009875416363099988,3670863.679431476
0.7,45.0,5000.0,0.0012043190686707274,4476663.023696923
0.7,60.0,500.0,0.00012874700356637812,385999.28733337484
0.7,60.0,1400.0,0.0003604916099858593,1080798.0045334469
0.7,60.0,2300.0,0.000592236216405341,1775596.7217335238
0.7,60.0,3200.0,0.0008239808228248226,2470395.4389335974
0.7,60.0,4100.0,0.001055725429244302,3165194.1561336685
0.7,60.0,5000.0,0.0012874700356637835,3859992.8733337508
0.7,75.0,500.0,0.00013459307842697516,313027.17663183605
0.7,75.0,1400.0,0.00037686061959552996,876476.0945691396
0.7,75.0,2300.0,0.0006191281607640857,1439925.0125064417
0.7,75.0,3200.0,0.0008613957019326417,2003373.9304437484
0.7,75.0,4100.0,0.001103663243101196,2566822.848381049
0.7,75.0,5000.0,0.001345930784269754,3130271.7663183557
0.7,90.0,500.0,0.00013881544406517073,293957.0024817468
0.7,90.0,1400.0,0.00038868324338247814,823079.6069488891
0.7,90.0,2300.0,0.0006385510426997853,1352202.2114160364
0.7,90.0,3200.0,0.0008884188420170937,1881324.8158831785
0.7,90.0,4100.0,0.0011382866413344012,2410447.4203503244
0.7,90.0,5000.0,0.0013881544406517065,2939570.0248174695
